m,v0,vmax,umax
1721.0061744505415,12.891683953515548,23.905336647612362,0.22780463304188084
1681.6215336524863,14.7525494051295,24.853156463073162,0.27813593498617734
1640.1507603953678,14.61276754877149,25.26258489457058,0.25062995400526145
1548.2760727559269,13.582041160055278,23.86182261841199,0.2696584961870506
1717.3300976048,14.602200279879325,26.3271585002547,0.258518014584135
1961.1726535739867,14.887018127654782,25.26037473803936,0.28158400998666017
1370.630751898498,13.123169489706417,25.260342226578576,0.2599368837872652
1452.8981768506155,14.589845125844285,23.685386718325205,0.23025426991918357
1954.9720964814655,14.369137156136329,22.445619635969994,0.22178950830161362
1822.010328066795,12.562249336676476,25.551663811620372,0.2015300023307962
1606.5132882595906,14.884090758110029,23.668669170945712,0.2435585421283412
1616.4895887440343,13.288707632097086,25.135405292840733,0.2258096352329195
1827.520950799906,15.057528028852573,21.90792720513073,0.2012577477846818
1814.6432315986096,14.617874927329433,22.723928073864357,0.23298067157721766
1461.1038543717102,12.947527687948032,23.086671490445106,0.2074727183953425
1600.2129872883263,14.629539011477164,24.94982906865917,0.23313245104708813
1547.340506394996,15.028686443793683,24.80826142859878,0.2315329428152188
1536.9143973541122,12.765055429885031,23.490223108054913,0.21253819466659551
1406.5683551578584,12.777370077131401,22.3611433019485,0.233532771157154
1408.5952104194987,13.677649383478222,24.093558568906463,0.25909781603428234
1353.1830610774073,12.716180537514408,23.653774852052795,0.20976654225855168
1365.2858662899166,15.272197452995893,23.069313347452244,0.2157127003845419
1812.915118973583,13.767059956094318,26.201963815558667,0.21519913743848804
1440.9879800700837,15.009438941746833,26.309028852011263,0.29561249335363554
1957.116042488016,12.513446950953007,25.204519659810654,0.2068705725565841
1598.3237297566702,13.774920185070112,22.936150833448373,0.2663196871521849
1468.5733248819188,13.962864502331659,23.276299157620045,0.26162249585779146
1691.5180073263582,12.888014825653961,24.346822101057036,0.21611639428147425
1594.4446508332383,14.22921109072599,25.42381138496536,0.2770314301257497
1914.1965016891254,14.408949042387372,23.075808453066358,0.2426095710704914
1601.392498219302,13.544934739972751,23.740788031828853,0.2760815359562708
1665.6645026445779,15.271606823825024,25.754002313101996,0.25692099414637926
1454.4375943231955,13.575947724510895,22.275889657336222,0.22205087851956642
1833.4474592259612,15.073942537919484,25.01899572512759,0.21033382423481348
1671.0342721760182,14.921571687370339,22.483433138895904,0.22483356367088395
1932.8246277564801,14.754651806148596,25.52098217930267,0.2522905162736952
1717.5564890007117,14.942609575452726,25.025901112743156,0.23893908263850888
1681.8343505955806,15.012104477370498,24.9956714793791,0.2526304611133822
1403.4278799362005,12.830695501997502,21.84976756595548,0.2093624597701959
1563.8029836412668,13.753799953307775,22.050937851644534,0.2230564346813299
1618.4772401893065,14.88536663358909,25.158002414322397,0.2962952735515039
1694.2708079619765,13.354442086371977,25.356699391155892,0.26964468318955
1784.858987472541,14.037140853777878,22.073227970009096,0.22407566697335551
1951.9931527785582,12.93869174955885,23.78470947818237,0.20833658661005586
1683.014119261811,13.78886412954349,22.902561258028115,0.24463517695422335
1471.7834158029011,13.158131454718825,26.283513279962943,0.2798470267119602
1470.3075608096108,12.653209779718983,22.376981553881695,0.2028060998304828
1443.367034733764,13.358892179114639,25.20950250904259,0.2571203083163342
1379.002711665753,15.07979527166792,25.074724247026175,0.25137871090606156
1700.4948405790851,14.238073531434972,24.50620252179181,0.2858273156592273
1785.0201954576055,14.427877552799057,24.75573134829935,0.2717028636095438
1460.8871757487982,14.598534158283915,23.70045333492746,0.2713341586555775
1975.1820753982922,14.9895336242182,25.90858836667902,0.25073452535004886
1397.0661187243288,12.74194242566402,26.250919188558917,0.2587839287076709
1671.3876795012136,14.354311379970879,23.755615235659633,0.2572053302678738
1825.5337062230012,14.349719280068655,22.553799476718442,0.27419704685809443
1866.9162527326557,13.78268728606471,23.64284967548566,0.24828905807761642
1465.9420009697988,14.205473394685418,26.144515753286207,0.24619847310257081
1683.2938508675836,13.186177739721966,24.128119035170233,0.2076368758729346
1650.2901756103654,12.89850040279031,22.066721482075433,0.24651522111391722
1969.0937207308991,13.691495709435586,21.90313032873673,0.2051311984702316
1872.691323598744,14.62173623659042,25.28845976423833,0.20550675653191
1959.046033427915,13.181158033700518,24.056556473591883,0.2097333031656584
1348.4985729377759,14.69823095475482,22.22234496209234,0.2726177619520387
1335.3359791847581,12.61626260086386,24.19257332678308,0.2837993934913238
1921.0767559539863,15.264672006698788,21.80702351387469,0.2896082682119572
1961.379824766385,15.198955059857608,25.69099176262318,0.2683874405878043
1447.629557444219,14.332342233148534,24.390186618296795,0.29700480625705133
1824.8460449668034,14.608526015549737,23.25424244684354,0.2194585704445817
1772.6024581839947,14.68180246436008,26.07167452744195,0.2878643818668241
1434.1684998980083,13.276824901638868,22.227863180878114,0.23443454472786893
1492.7461856257094,14.570161329669158,21.608776475890046,0.21205509776012818
1512.588086712216,15.077044236436267,23.14317558216519,0.2531066112327904
1826.343926066872,13.653595922590021,24.928521842969715,0.28477823762950716
1715.2388867302916,12.902660829820219,26.028824610030423,0.2483026738859433
1631.8113203334149,13.626973210551535,22.55574536079067,0.23136222018452438
1801.8733351901499,14.292477464309632,21.68985584543036,0.2050564339425336
1330.2027518319699,13.1428973503571,24.093291379789942,0.26939709964835873
1409.8831549838433,15.21110767353837,21.84774564874482,0.2796406548940982
1887.3820643810873,13.82304217967498,25.381946996674444,0.2873741294717077
1948.2421898680138,14.161631159796283,23.386753321572122,0.20073037340956934
1960.4210421089251,13.142154436738759,25.3206232818566,0.26233748064770523
1956.333517770876,13.779579041834308,23.75500652412865,0.21457779572333305
1431.967144022607,15.076983253839032,24.132353256600176,0.20026572926080946
1668.4097322149398,15.055561625695901,25.15166760581749,0.24667268628858763
1727.4818462049616,15.057924296433608,23.173244410531854,0.22652727513862456
1762.1113010527158,13.000100142342404,22.854657394217234,0.25474146638764483
1476.4526045884056,12.946645135003214,23.739608606509005,0.20609411258403681
1900.0061178262831,14.649633981609268,23.000823151225394,0.24378803811782138
1537.4690019202199,13.052285061783536,22.346535007184617,0.21838286937690896
1383.4980807745537,14.003968087291396,22.645051444931372,0.2218467757793988
1864.9000353177637,13.159597223381624,22.338972270281857,0.23347193595752969
1946.1180804291134,12.651956617092646,21.69447913241196,0.2858745314922278
1896.3001079540766,13.300447463388958,21.908192848582857,0.23412592623548117
1831.1911432314319,13.986921547570278,23.550813858783513,0.2899639333704147
1713.706431148688,13.84113406250909,25.365588423409765,0.2120151280081648
1436.0724947451988,13.59732165564019,23.391316761111298,0.25418066094506797
1944.42853989784,13.665368865698277,21.62169531999282,0.25965194889250803
1423.0882575196395,15.024291443575517,24.434928015036757,0.2625209456398766
1728.2722267529264,14.831422264816828,22.389880443374278,0.23983836664525138
1602.6553661044406,13.371506281536282,21.614715115362266,0.22679822252868345
1724.0114699273433,13.634885406247168,25.555601315863182,0.272901749478686
1963.6922320541653,14.144663350534138,25.23909078773417,0.21835615011678813
1351.702700835625,13.186502134505446,23.209021440169526,0.20632288926335088
1864.5915553879881,13.165138660884828,26.281683209075094,0.24742715571790425
1921.871067261641,13.48297056257465,24.424513913782114,0.2562781400052588
